Hormone,term,estimate,std.error,statistic,p.value,conf.low,conf.high
Cortisol,(Intercept),1.7465728748803773,0.14815860864668848,11.788534536291458,3.9616375321655364e-25,1.4545633443499213,2.0385824054108332
Cortisol,time_0_30,-0.006339916175660095,0.005654322974772384,-1.1212511566719108,0.2631577034025771,-0.01747110295018123,0.004791270598861041
Cortisol,time_post30,-8.645364275990128e-4,1.596205872081663e-4,-5.416196260896743,1.2939990138331345e-7,-0.0011787192211840333,-5.503536340139923e-4
DHEA,(Intercept),0.517528063823429,0.15034878811450783,3.4421831417042887,8.089168253127961e-4,0.21967250777319774,0.8153836198736601
DHEA,time_0_30,-0.03836993660318516,0.004766691450254604,-8.049595196923372,2.623778979892024e-14,-0.0477543554998848,-0.02898551770648553
DHEA,time_post30,-3.4333298709069955e-4,1.3551748688446483e-4,-2.5334958239257155,0.011848052920035535,-6.101146734108302e-4,-7.655130077056894e-5
