n_total,n_missing_wake,n_missing_booklet_time,n_missing_mems_time,n_missing_cortisol,n_missing_dhea,pct_missing_wake,pct_missing_booklet,pct_missing_mems,pct_missing_cortisol,pct_missing_dhea
372,279,284,295,5,5,75,76.34,79.3,1.34,1.34
